Word, wordscore, occurrence
Taste,7.0, 4.0
Johnson,8.25, 2.0
brani,7.0, 1.0
Villa,7.333333333333333, 3.0
Jeepers,6.910714285714286, 2.0
Spiklenci,8.0, 1.0
Troop,7.0, 1.0
Moore,6.0, 1.0
Englishman,7.333333333333333, 1.0
Monsters,5.937696130907228, 12.0
orme,7.0, 1.0
88,5.7, 2.0
Emulsion,5.0, 1.0
Dillo,7.0, 1.0
rower,7.0, 1.0
Dilli,5.333333333333333, 1.0
Fri,5.5, 1.0
Cousin,7.095238095238095, 3.0
Chnouf,6.0, 1.0
nyomoz�,7.0, 1.0
Chinjeolhan,7.6923076923076925, 1.0
GSP,8.0, 1.0
kenka-tabi,5.0, 1.0
Midnight,6.420535902087808, 17.0
Roadie,5.0, 1.0
Species,5.0, 2.0
Cheap,7.266666666666667, 1.0
kaidan,6.666666666666667, 1.0
Cheba,6.0, 1.0
Cheat,4.0, 1.0
l�mites,8.0, 1.0
Burt,6.035087719298246, 1.0
Filantropica,7.0, 1.0
24�th,8.0, 1.0
Larzac,7.0, 1.0
GRA,5.666666666666667, 1.0
slagtere,8.333333333333334, 1.0
Itch,7.5, 1.0
-2007,6.142857142857143, 1.0
Klowns,4.333333333333333, 1.0
Vittoria,9.0, 1.0
Tattooist,4.0, 1.0
Charade,7.75, 1.0
Proven,5.0, 1.0
Detail,8.0, 1.0
Foo,8.2375, 2.0
orchestre,7.0, 1.0
T�r,7.666666666666667, 1.0
For,7.781587301587303, 15.0
Insignificance,7.5, 1.0
Burn,7.025510204081632, 4.0
Fox,7.29074074074074, 3.0
Correspondent,7.333333333333333, 1.0
Demonwarp,5.0, 1.0
Moons,3.0, 1.0
Check,5.666666666666666, 2.0
Wonderstone,6.035087719298246, 1.0
Undershepherd,8.0, 1.0
Visitors,8.0, 1.0
Goyband,4.0, 1.0
Ghanchakkar,4.833333333333333, 1.0
cuervos,7.0, 1.0
Huilen,7.0, 1.0
Foe,7.0, 1.0
Solyaris,8.0, 1.0
Children,7.4163007518796995, 25.0
Fog,7.507142857142857, 4.0
saintet�,8.0, 1.0
Voyna,7.0, 1.0
hatar,8.1025641025641, 1.0
Pervert,5.0, 1.0
Ates,8.0, 1.0
H20,5.333333333333333, 1.0
Leones,3.6666666666666665, 1.0
Spectacular,7.431372549019608, 1.0
boon,7.0, 2.0
Englishmen,9.0, 1.0
dellisola,4.0, 1.0
Faustrecht,9.0, 1.0
Psycho,6.272278528528529, 4.0
lenfer,6.0, 1.0
Hogs,6.2, 1.0
Douce,7.5, 1.0
Da,6.02136524822695, 8.0
huiti�me,8.5, 1.0
Lessmore,9.0, 1.0
Satsujin,6.5, 2.0
Armored,5.4, 1.0
fuori,4.0, 1.0
Ozploitation,7.0, 1.0
vesanje,8.25, 1.0
xiang,7.0, 1.0
Hoge,7.0, 1.0
Cr,4.0, 1.0
Adaptation.,7.72972972972973, 1.0
tanuki,7.666666666666666, 2.0
Hoga,6.0, 1.0
Quindicipalle,6.0, 1.0
Poulet,7.6923076923076925, 1.0
Ce,6.833333333333333, 3.0
Datang,5.0, 1.0
Splice,5.64, 1.0
Pratap,7.0, 1.0
Ci,6.0, 1.0
DJ,8.0, 1.0
Ed,5.170454545454545, 4.0
Du,8.31904761904762, 7.0
Contemporary,6.0, 1.0
g�ng,6.0, 1.0
Do,7.539243806532623, 17.0
Softly,5.214147286821706, 4.0
Pusinky,10.0, 1.0
F.,8.4, 1.0
Used,7.125, 4.0
Saigo,5.0, 1.0
De,7.015934065934066, 39.0
Rabbit,8.030882352941177, 2.0
Necessary,8.256377551020408, 4.0
Di,6.6, 5.0
g�mu,9.0, 1.0
Learnings,7.809523809523809, 1.0
C�rculo,7.5, 1.0
Heartbreak,7.5, 2.0
Marcel,7.0, 1.0
Godheten,10.0, 1.0
Shinkansen,7.0, 1.0
Fa,8.619047619047619, 1.0
Everymans,8.25, 2.0
carabinieri,3.0, 1.0
Eu,7.25, 4.0
Escort,1.0, 1.0
Ev,5.0, 1.0
Ex,5.5, 4.0
Er,5.25, 2.0
Ah�,4.0, 1.0
Et,7.3181818181818175, 3.0
Boomerang,7.4, 1.0
Es,8.0, 1.0
beraca,7.0, 1.0
En,6.417271407837446, 13.0
Em,7.6466666666666665, 5.0
Hidalgo,5.4, 1.0
El,6.611072261072262, 87.0
Ek,6.2, 4.0
Ee,6.0, 1.0
Agora,7.7142857142857135, 2.0
Himmatwala,5.0, 1.0
Place,7.075013561041289, 13.0
Kannikoodi,6.0, 1.0
Cavallette,10.0, 1.0
Odnoklassniki.ru,7.0, 1.0
Wrath,5.594724556489262, 6.0
stil,6.25, 1.0
Ssa-woom,7.0, 1.0
Fu,7.497142857142856, 5.0
Mermaid,8.961538461538463, 1.0
Lanes,6.714285714285714, 1.0
H3,3.0, 1.0
GO,3.5, 1.0
Cleaner,5.142857142857142, 2.0
GG,9.0, 1.0
Hold,6.2, 2.0
hao,7.0, 1.0
hap,6.0, 2.0
Kyurem,4.0, 1.0
hai,7.166666666666667, 3.0
Douga,6.5, 2.0
Mannenharten,6.166666666666667, 1.0
Kells,6.833333333333333, 1.0
Populaire,7.344827586206897, 1.0
gar�ons,6.75, 1.0
har,9.0, 1.0
Bergdorfs,6.666666666666667, 1.0
Kelly,5.979166666666667, 4.0
cielo,7.083333333333333, 4.0
dOrph�e,6.0, 1.0
Dougs,8.0, 1.0
Heartburn,9.0, 1.0
Coraz�n,4.5, 2.0
Thompsons,5.75, 1.0
Saibi,6.0, 1.0
Home,6.676095151353385, 32.0
Stuart,5.833333333333333, 3.0
Holy,6.437835660580021, 7.0
Dong-chang-saeng,7.0, 1.0
Chocolate,5.852380952380952, 7.0
Manakamana,6.0, 1.0
Frittons,7.666666666666667, 1.0
AD,4.0, 1.0
Sweded,4.0, 1.0
hay,6.857142857142857, 1.0
AI,7.694444444444445, 1.0
shuuketsu,10.0, 1.0
III,6.435874042375226, 37.0
Hole,7.575294117647059, 6.0
B.,6.5, 3.0
AM,10.0, 1.0
Av,9.0, 1.0
Au,6.583333333333333, 5.0
Kauas,7.5, 1.0
Antiviral,6.194444444444445, 1.0
At,6.931818181818182, 5.0
Agony,8.0, 1.0
As,6.5810564663023685, 8.0
Ba,7.5, 1.0
Alvin,4.25, 2.0
Ay,4.888888888888889, 1.0
Ae,7.25, 2.0
tarina,9.0, 1.0
Kundun,8.0, 1.0
Ah,7.5, 4.0
BB,7.0, 1.0
Aa,4.5, 2.0
BC,4.5, 1.0
Ab,4.0, 1.0
Nightbreed,7.0, 1.0
Rileys,7.1, 1.0
Jiang,7.25, 2.0
Ad,7.0, 1.0
Am,7.557594154304679, 18.0
An,7.161817442592367, 27.0
Ao,6.25, 2.0
eurent,9.0, 1.0
Ai,7.916666666666667, 6.0
Brokeback,8.176470588235295, 1.0
Al,7.735772357723577, 6.0
catinelle,6.818181818181818, 1.0
By,8.195833333333333, 5.0
Timofey,8.0, 1.0
Medium,10.0, 1.0
Hit,6.758333333333333, 8.0
His,6.65093537414966, 14.0
Bu,5.75, 2.0
ouchi,6.0, 1.0
Robbersons,8.0, 1.0
oficial,8.5, 1.0
Chongs,6.0, 2.0
DC,8.125, 2.0
vacanze,10.0, 1.0
Hangover,6.904601405193296, 3.0
Terrace,7.2615384615384615, 2.0
espagnole,7.75, 1.0
Pythons,6.0, 1.0
Platoon,8.382352941176473, 1.0
Be,7.347255352104318, 37.0
vacanza,7.0, 1.0
Colin,1.0, 1.0
D2,6.7, 1.0
D3,6.0, 1.0
Bo,6.333333333333334, 2.0
Hoje,10.0, 1.0
Terrorist,10.0, 1.0
Him,6.625, 3.0
voglio,7.3, 2.0
Vinyl,7.428571428571429, 2.0
D.,9.5, 1.0
D-,1.0, 1.0
Hip,6.9, 2.0
manura,7.0, 1.0
Ku,3.6666666666666665, 1.0
Hoon,5.125, 2.0
Twentynine,6.0, 1.0
Hook,5.6875, 3.0
M.,7.5, 2.0
Remagen,8.0, 1.0
IDA,8.0, 1.0
Hoop,9.125, 2.0
Le,7.539146295073284, 108.0
tumane,5.0, 1.0
Li,6.388888888888889, 3.0
het,6.625, 2.0
Earthling,4.0, 1.0
Wreckers,8.0, 1.0
Hope,7.396000000000001, 5.0
Hyeol-eui-noo,6.0, 1.0
Leonard,7.5, 2.0
hen,8.38888888888889, 6.0
La,7.276378515635383, 175.0
Nattvardsgsterna,9.333333333333334, 1.0
Electronic,3.0, 1.0
Gould,8.0, 1.0
Do-Deca-Pentathlon,7.0, 1.0
Lo,7.653739612188365, 6.0
Prisoner,7.963675213675213, 3.0
rivi�res,7.166666666666667, 1.0
Antisocial,1.0, 1.0
Color,7.016610105580694, 4.0
Me,7.125175769456711, 95.0
Plaid,7.0, 1.0
Loubia,4.0, 1.0
Beynelmilel,8.0, 1.0
Escapee,10.0, 1.0
Mi,5.5, 2.0
Colpi,4.5, 2.0
cerca,10.0, 1.0
Badmaa$h,6.333333333333333, 1.0
AVPR,5.0, 1.0
Meia-Noite,6.0, 1.0
Plain,4.3, 2.0
Malibus,4.5, 1.0
Ma,7.708333333333334, 4.0
Church,3.3333333333333335, 1.0
Perdita,7.25, 1.0
Surfer,6.493371212121212, 2.0
Daniel,6.875, 6.0
Gilda,6.6, 1.0
Benefit,7.809523809523809, 1.0
Memoria,10.0, 1.0
My,7.270731584811364, 119.0
Baraka,8.882352941176471, 1.0
Blowout,9.0, 1.0
Homo,4.0, 1.0
Mr,7.0, 4.0
Mo,7.333333333333333, 3.0
Siddhartha,7.5, 1.0
Mn,8.1025641025641, 1.0
She-Devils,10.0, 1.0
P.,7.5, 2.0
Ni,7.0, 3.0
Says,7.083333333333334, 2.0
Replicant,10.0, 1.0
Ne,6.644736842105263, 4.0
Rains,5.5, 1.0
Survivors,7.666666666666667, 3.0
Na,6.7727272727272725, 11.0
lamore,7.857142857142857, 1.0
Leland,7.333333333333333, 1.0
Rails,7.5, 1.0
Logorama,8.0, 1.0
Eulogy,8.0, 1.0
Nr,8.0, 1.0
Nu,7.0, 2.0
No,6.747355649724411, 51.0
P2,6.5, 1.0
cuisse,8.0, 1.0
Hex,5.375, 1.0
Ol,6.4, 1.0
Trasgredire,6.0, 1.0
Om,8.0, 3.0
Niemeyer,8.0, 1.0
On,7.837875773937156, 22.0
Megaforce,9.5, 2.0
Oh,8.1325, 5.0
Oi,9.0, 1.0
Hey,7.25, 4.0
Decline,8.0, 2.0
Kelin,6.0, 1.0
Of,8.235690235690235, 9.0
Hes,6.961538461538462, 1.0
Standing,6.6875, 4.0
Signs,8.136363636363637, 1.0
Het,5.556565656565656, 6.0
Callar,5.666666666666667, 1.0
Hood,7.564896149838605, 9.0
Her,7.340842212837583, 15.0
interior,8.0, 1.0
�Vivan,1.0, 1.0
Host,5.83786152497809, 2.0
Tooth,4.6, 2.0
Dieter,10.0, 1.0
Go,6.854215142496392, 32.0
Gu,7.25, 1.0
Tonight,6.696969696969696, 3.0
Mandela,7.710743801652892, 1.0
Dast-Neveshtehaa,4.0, 1.0
Hota,8.0, 2.0
Ha,7.1974043715847, 4.0
N-Secure,2.0, 1.0
Cazale,8.0, 1.0
He,7.090909090909091, 11.0
Maachis,8.0, 1.0
II,6.427413526420611, 88.0
Hi,5.0, 1.0
Battlefield,1.65, 2.0
Vanakkam,7.0, 1.0
J.,6.861538461538461, 1.0
Raise,4.0, 2.0
Nekromantik,4.0, 1.0
Ho,6.574404761904763, 8.0
Felafel,7.0, 1.0
Episodes,8.0, 1.0
Hr,9.0, 1.0
Shelter,7.746917562724014, 4.0
IT,8.0, 1.0
IV,6.397927170868347, 7.0
Afghan,7.0, 1.0
Hominis,6.0, 1.0
Landed,8.0, 1.0
Kinky,7.142857142857143, 1.0
Network,8.110936799641417, 2.0
If,7.9367897727272725, 11.0
lumi�re,6.5, 1.0
Summit,6.5, 1.0
Io,6.938392857142857, 8.0
CM101MMXI,9.666666666666666, 1.0
K2,8.0, 1.0
Ip,5.266666666666667, 1.0
Im,7.518859649122806, 19.0
Kinng,6.5, 1.0
In,6.907898703276339, 68.0
Il,7.345875591615956, 34.0
K.,5.5, 2.0
Mess,5.454545454545455, 1.0
Ordinary,7.424242424242425, 3.0
Called,7.18954248366013, 6.0
Newcastle,6.333333333333333, 1.0
Is,7.487786786213876, 70.0
It,7.437375121509578, 55.0
Ja,5.0, 1.0
meteoro,9.0, 1.0
Innocence,7.721719457013575, 2.0
Ji,6.333333333333333, 3.0
KJ,6.0, 1.0
Je,6.1, 4.0
Modify,8.0, 1.0
�i�ek,6.0, 1.0
Jo,6.625, 4.0
Haebyeonui,4.5, 1.0
Hors,7.733333333333333, 3.0
golyam,7.0, 1.0
Strapped,6.5, 2.0
KL,7.0, 1.0
Horn,8.333333333333334, 2.0
Had,7.833333333333333, 3.0
Doubt,6.693150046598323, 4.0
Hae,8.0, 1.0
Hal,6.333333333333333, 1.0
Ooze,5.75, 1.0
Hak,7.0, 3.0
Caller,6.0, 1.0
Ka,5.666666666666667, 3.0
Mafia,6.703703703703703, 3.0
Strangeland,8.0, 1.0
Hai,7.789166666666667, 10.0
sheita,7.0, 1.0
Han,8.0, 1.0
Bruiser,5.0, 1.0
Hat,7.933333333333334, 2.0
Has,6.886593591905565, 8.0
Har,4.0, 1.0
Ki,5.2125, 8.0
Polyester,10.0, 1.0
Ke,5.816666666666666, 6.0
Condition,6.0, 1.0
Us,7.481862383675748, 14.0
VS,8.0, 2.0
Sight,5.736111111111111, 4.0
Steekspel,5.0, 1.0
Dreaded,6.333333333333333, 1.0
Up,6.587743520781279, 46.0
Um,8.0, 1.0
Un,6.894075369075368, 33.0
W.,5.9375, 2.0
VJ,8.333333333333334, 1.0
Mere,6.85, 2.0
VI,7.475, 4.0
Metropolitan,9.0, 1.0
H�lgyeim,8.0, 1.0
Rosewood,7.333333333333333, 2.0
Mankind,5.75, 2.0
Wishmaster,5.0, 1.0
Shakespeare,8.049382716049381, 3.0
Episodio,10.0, 1.0
Rising,7.2644688644688635, 13.0
Tu,5.888888888888889, 3.0
Snaps,6.428571428571429, 2.0
Kriegsbilder,10.0, 1.0
oikonomikou,5.0, 1.0
Nudist,5.0, 1.0
Berlin,7.556060606060607, 8.0
To,7.296858581211182, 32.0
stanza,7.666666666666667, 1.0
M�jgan,9.0, 1.0
Antoni,5.0, 1.0
Te,7.0, 2.0
Screwballs,3.0, 1.0
Nomad,9.0, 1.0
Ending,7.780952380952381, 3.0
Dukes,6.2, 1.0
Gbasut�zu,6.0, 1.0
Klassfesten,4.0, 1.0
Zhan,6.0, 1.0
St,6.737373737373738, 3.0
Speech,8.379629629629626, 1.0
Zhao,6.0, 1.0
TV,5.0, 2.0
Su,7.666666666666667, 3.0
Lyubimetz,8.0, 1.0
Wo,8.242857142857144, 5.0
god,7.75, 2.0
Wu,6.314814814814814, 3.0
Eraserhead,7.428571428571429, 1.0
Howl,8.5, 1.0
Minding,8.0, 2.0
Amador,9.0, 1.0
soldaat,6.0, 1.0
XB,6.0, 1.0
kfuku,4.0, 1.0
Plata,6.0, 1.0
Sat?,10.0, 1.0
Croft,6.041666666666666, 2.0
We,7.417994400547356, 44.0
Continues,6.962650602409639, 2.0
Autoluminescent,7.0, 1.0
Promoci�n,5.5, 1.0
Catch-22,7.5, 1.0
Schaduw,7.0, 1.0
X2,7.901960784313726, 1.0
Einayim,7.0, 1.0
Vu,7.447368421052632, 1.0
Couple,8.625, 2.0
Vi,6.75, 1.0
Barber,7.854166666666667, 1.0
Boleyn,7.4, 1.0
Countdown,7.208333333333333, 4.0
Hour,7.403714177978884, 13.0
Va,6.166666666666667, 3.0
Syrian,8.0, 1.0
Jodaeiye,8.535211267605634, 1.0
Cannes,6.0, 1.0
Open,5.8753561253561255, 9.0
Chicken,6.845454545454547, 6.0
Sasame-yuki,7.0, 1.0
rymmen,7.0, 1.0
Hafla,7.0, 1.0
S.,7.466666666666666, 5.0
Former,7.0, 1.0
Cosmopolis,3.8, 1.0
Waiting...,7.428571428571429, 1.0
Gun,6.815973757160286, 17.0
Hahaha,7.0, 1.0
Plane,6.7625, 4.0
Palfrey,9.0, 1.0
Mens,7.0, 1.0
Teacher?,8.0, 1.0
Gut,8.0, 1.0
Dodger,7.0, 1.0
Guy,6.938502673796791, 11.0
Mimic,5.8, 1.0
Meng,8.0, 1.0
Looker,5.0, 1.0
Hellraiser,5.483754789272031, 5.0
Pa,4.75, 1.0
Duality,10.0, 1.0
Scorpio,8.0, 1.0
Hospital,7.0, 2.0
Gui,8.0, 1.0
Albert,6.471428571428572, 5.0
Po,5.0, 1.0
Continued,8.0, 1.0
Pi,7.203502458071647, 3.0
Melt,5.166666666666667, 1.0
Suddenly,5.194444444444444, 3.0
PT,7.0, 1.0
Os,6.5, 3.0
Ot,10.0, 1.0
goh,8.0, 1.0
gok,7.0, 1.0
Lamma,6.5, 1.0
Pathinaru,7.0, 1.0
Op,8.0, 1.0
goo,6.0, 2.0
Or,6.0, 1.0
PS,8.0, 1.0
gor,3.0, 1.0
Peacock,6.8, 1.0
Oz,7.681738052045219, 6.0
Se,4.333333333333333, 6.0
sista,8.0, 1.0
Snake,7.919642857142858, 4.0
Si,8.0, 4.0
Oxford,7.944444444444445, 2.0
Sweetness,10.0, 1.0
gazeteci,6.0, 1.0
Shave,8.0, 1.0
So,6.303418803418804, 9.0
Katok,8.666666666666666, 1.0
Consuming,4.0, 1.0
Melo,8.5, 1.0
Jaakobille,10.0, 1.0
Shaun,8.272727272727273, 1.0
Somewhere,6.148148148148148, 3.0
Teachers,8.0, 1.0
Cunningham,8.6, 1.0
Sa,5.5, 1.0
Flanagan,7.0, 1.0
Marafon,4.0, 1.0
dort,10.0, 1.0
Counterpunch,8.0, 1.0
Bitten,6.5, 1.0
Re,6.333333333333333, 3.0
SF,10.0, 1.0
Plans,6.666666666666667, 1.0
Bitter,7.375, 4.0
Tyson,8.0, 1.0
6�me,7.8, 1.0
T.,5.0, 1.0
Plank,5.5, 1.0
CLONED,5.0, 1.0
Mushrooms,7.0, 1.0
Alienate,7.5, 1.0
T2,9.0, 1.0
RV,7.285714285714286, 1.0
Mandoras,5.0, 1.0
Sober,7.0, 1.0
Charuulata,6.0, 1.0
Save,6.991666666666665, 5.0
Underground,6.913636363636364, 5.0
Simple.,8.0, 1.0
Vastavaiya,7.0, 1.0
jupe,5.0, 1.0
muerte,5.25, 2.0
Salt,7.141666666666667, 2.0
Campus,8.0, 1.0
Valentine,6.975225225225226, 6.0
Encarnarei,6.666666666666667, 1.0
Snail,9.0, 1.0
gui,7.0, 1.0
Meltdown,7.428571428571429, 1.0
gua,8.6, 1.0
Relic,6.5, 1.0
Awards,6.833333333333333, 3.0
atari,8.0, 1.0
Sale,9.0, 1.0
sredi,8.0, 2.0
Fukrey,7.071428571428571, 1.0
muerto,5.0, 1.0
Sala,7.2, 1.0
Addict,6.666666666666667, 3.0
C.H.U.D.,4.5, 2.0
demora,7.0, 1.0
Saint,5.514814814814815, 9.0
Invictus,8.153846153846153, 1.0
Dazed,7.7368421052631575, 1.0
parfait,7.1, 2.0
Meio,8.5, 1.0
Chun-Li,3.6, 1.0
Rachel,6.714285714285714, 3.0
Mein,6.285714285714286, 7.0
Shippuden,5.0, 1.0
Waste,8.0, 1.0
Around,6.822222222222223, 6.0
Astro,6.333333333333333, 1.0
Tellement,7.0, 1.0
2by4,10.0, 1.0
onna-tachi,4.0, 1.0
dealuri,7.333333333333333, 1.0
Gekijoban,4.0, 2.0
Valentino,5.0, 1.0
Diggstown,10.0, 1.0
Foolproof,7.0, 1.0
Watching,6.333333333333333, 3.0
Vargtimmen,6.5, 1.0
pr�,7.0, 1.0
ontvoering,7.0, 1.0
Joyful,6.555555555555555, 1.0
Raging,8.574074074074078, 1.0
Balada,7.166666666666667, 1.0
Ragini,4.0, 1.0
Knute,6.0, 1.0
Cellmates,8.0, 1.0
Cooking,7.5, 1.0
Ninotchka,8.0, 1.0
gwa,7.0, 1.0
doust,8.333333333333334, 1.0
Mega,6.0, 1.0
Lucinda,10.0, 1.0
Hellowoo,9.0, 1.0
Holds,5.0, 1.0
Showgirls,3.8, 1.0
Conquering,10.0, 1.0
guo,6.666666666666667, 3.0
foudre,10.0, 1.0
Preys,7.8, 1.0
Said,6.307936507936508, 6.0
Shushu,4.0, 1.0
Tibbs,5.0, 1.0
Urga,10.0, 1.0
Press,8.0, 1.0
Saiky,6.0, 1.0
fermarci,7.0, 1.0
Daredevil,6.0, 1.0
Katya,8.0, 1.0
Saps,7.0, 1.0
Prestige,8.72815533980583, 1.0
Ye,8.5, 2.0
Ya,7.1, 5.0
buona,6.0, 1.0
Holes,7.9411764705882355, 1.0
No.21,7.0, 1.0
Wasnt,8.32, 2.0
Baraye,7.0, 1.0
Katyn,6.818181818181818, 1.0
Yo,9.0, 2.0
Karnaval,5.5, 1.0
Yi,9.06906906906907, 6.0
Meer,4.5, 1.0
heiligen,8.0, 1.0
Enough,6.702857142857144, 5.0
Meet,6.304506802721089, 21.0
Pokhoronite,4.0, 1.0
buono,9.12643678160919, 1.0
Meek,5.0, 1.0
Gli,5.888888888888889, 3.0
douze,8.272727272727273, 1.0
Fists,7.6991150442477885, 2.0
Xi,8.166666666666666, 3.0
Breakers,5.09404761904762, 2.0
cielos,6.0, 1.0
Warehouse,5.0, 1.0
Gol,8.5, 2.0
Sans,8.0, 1.0
Dvadtsat,7.0, 1.0
Got,6.774802371541501, 11.0
Luminaries,10.0, 1.0
Aquamarine,8.25, 1.0
Cahill,5.0, 1.0
Kagi-dorob,8.0, 1.0
Sand,8.15, 2.0
Sang,8.0, 1.0
Tibet,7.825, 2.0
Python,8.368421052631577, 1.0
p�re,9.0, 1.0
Nymphomaniac,7.322068511198946, 2.0
Madness,8.025, 4.0
Lamhe,4.0, 1.0
Imaginaerum,6.125, 1.0
Samo,7.0, 1.0
Anytown,4.0, 1.0
C�nd,6.0, 1.0
Za,7.0, 3.0
Pootie,6.333333333333333, 1.0
Zi,7.0, 1.0
Same,8.0, 2.0
smotri,6.75, 1.0
God,7.27725856366894, 22.0
Goa,7.0, 1.0
�pine,7.0, 1.0
Acapulco,6.5, 1.0
Lane,6.10016835016835, 6.0
Gotta,7.227272727272727, 2.0
Balboa,7.6521739130434785, 1.0
Mabuse,8.333333333333334, 3.0
Land,6.6438667861348275, 21.0
Curie,9.0, 1.0
ge,8.5, 2.0
Erikka,10.0, 1.0
Kokowh,7.0, 2.0
Saab,6.6, 2.0
Amityville,4.890151515151516, 4.0
ga,7.633333333333333, 5.0
Wolfman,5.0, 1.0
Cannon,10.0, 1.0
sais,9.0, 1.0
Jigoku,5.5, 2.0
Ink,8.0, 1.0
Noviembre,5.0, 1.0
Ini,9.0, 1.0
Unbearable,7.833333333333333, 1.0
Genuine,8.0, 1.0
Inn,7.375, 2.0
fu,7.45151515151515, 3.0
Irish,8.0, 3.0
fo,7.0, 1.0
Saam,8.0, 1.0
Prefer,7.285714285714286, 1.0
Sholay,8.6, 1.0
puuru,7.0, 1.0
Saat,6.0, 1.0
Dragonslayer,6.25, 2.0
he,7.0, 2.0
al-tabal,10.0, 1.0
Disclosure,6.142857142857143, 1.0
Echte,7.0, 1.0
ha,6.142857142857142, 2.0
Fortune,6.425, 4.0
Holla,6.0, 2.0
Sabe,8.0, 1.0
gu,6.666666666666667, 3.0
iba,6.0, 1.0
Melody,7.333333333333334, 2.0
Eerie,6.0, 1.0
�tat,7.0, 1.0
du,7.077044832862498, 44.0
gifu,5.0, 1.0
Fear,6.779227275705605, 18.0
doit,9.0, 1.0
Ils,8.0, 2.0
Bucuresti,6.0, 1.0
Screamers,7.5, 1.0
belasi,7.0, 1.0
Banka,6.0, 1.0
Saheb,5.166666666666666, 2.0
Ima,10.0, 1.0
wolkig,7.0, 1.0
Bakkeg�rden,6.0, 1.0
amants,8.4375, 2.0
kallar,10.0, 1.0
de,6.9878023330055985, 191.0
di,7.158997882011374, 46.0
Stella,5.0, 1.0
Reunion,5.511111111111111, 4.0
Banks,7.861861861861862, 3.0
do,6.960416666666666, 8.0
Ilo,6.6, 2.0
Horton,8.5, 1.0
warui,8.0, 1.0
Ill,7.066666666666666, 4.0
Jerry,7.145161290322581, 4.0
Rugrats,9.75, 4.0
Ina,7.0, 1.0
Sinatra,6.5, 2.0
bundan,6.0, 1.0
Richter,8.0, 1.0
arr�t�,8.0, 1.0
condenados,5.0, 1.0
Employee,5.9, 1.0
Mariyathai,7.0, 1.0
Larbitro,8.666666666666666, 1.0
el,6.544871794871795, 13.0
Split,6.5, 2.0
Darjeeling,7.3428571428571425, 1.0
Employer,5.0, 1.0
Tijera,7.0, 1.0
en,7.143575757575758, 25.0
em,3.0, 2.0
et,7.171051171051171, 42.0
Subway,9.75, 1.0
Bowfinger,8.1, 1.0
es,8.333333333333334, 3.0
jiwoogae,8.5, 1.0
er,7.166666666666667, 2.0
Moskowitz,9.0, 1.0
Lara,6.041666666666666, 2.0
Guilty,5.533333333333334, 3.0
Alugo,6.0, 1.0
by,7.7000859973497855, 25.0
Larj,7.0, 1.0
lontana,6.0, 1.0
huang,7.2, 1.0
long,7.848095238095238, 10.0
doch,8.0, 1.0
bu,7.6, 5.0
Teena,10.0, 1.0
Lars,7.6726190476190474, 2.0
Glory,7.40014861661543, 14.0
Harold,7.160515873015873, 4.0
Curls,6.0, 1.0
yapmak,7.0, 1.0
Hitcher,7.181818181818182, 1.0
Fellowship,8.843283582089555, 1.0
Call...,6.45, 1.0
bi,8.033333333333333, 3.0
Hamiltons,6.5, 1.0
Cycles,8.0, 1.0
Safe,5.304351050184383, 4.0
da,5.826923076923077, 13.0
Feed,5.0, 1.0
Iks,7.0, 1.0
Spread,5.571428571428571, 1.0
Tigerland,6.666666666666667, 1.0
Bilals,10.0, 1.0
Taegukgi,7.857142857142857, 1.0
tamashii-tachi,4.0, 1.0
Pr�sum�,7.0, 1.0
Last,6.9828790580651505, 90.0
cm,7.25, 1.0
Banjo,7.0, 2.0
Surrogates,6.722222222222222, 1.0
ce,8.5, 2.0
Fishbone,7.0, 1.0
Office,7.702127659574468, 1.0
Birdman,8.0, 1.0
Awful,6.5, 2.0
Alexander,6.857142857142858, 2.0
Putevoy,6.5, 1.0
Saga,5.7753669095132505, 5.0
Blown,6.714285714285714, 1.0
Riley,7.583333333333333, 3.0
Sage,10.0, 1.0
Late,6.210606060606061, 4.0
Naissance,8.0, 1.0
Pigeon,4.0, 1.0
Luomo,5.2, 5.0
Heureux,8.5, 2.0
Mimzy,7.666666666666667, 1.0
Flickan,7.619047619047619, 1.0
ich,6.0, 1.0
Taris,8.0, 1.0
Feet,6.474051490514905, 6.0
criminale,9.5, 1.0
Opus,9.0, 1.0
Feel,9.0, 1.0
Anvil,8.666666666666666, 2.0
menneisyytt,7.666666666666667, 1.0
az,8.267605633802816, 2.0
ba,8.0, 1.0
Sahi,7.0, 1.0
Yj�,7.0, 1.0
Caccia,9.0, 1.0
at,7.181122705479113, 64.0
as,5.791801932757275, 10.0
Cider,7.5, 1.0
K-9,7.333333333333333, 1.0
Asad,7.0, 1.0
Sudan,8.0, 1.0
av,7.15, 2.0
ex�cution,7.0, 1.0
au,7.645714285714285, 7.0
Elveda,8.0, 1.0
Reacher,7.011730205278592, 1.0
kiseki,10.0, 1.0
al,7.333094384707288, 15.0
ai,7.75, 4.0
Laut,4.0, 1.0
ao,6.708333333333333, 3.0
Skatan,6.0, 1.0
sabe,7.0, 1.0
am,7.75, 4.0
Coneheads,6.2, 1.0
an,7.629762732746458, 14.0
ad,10.0, 1.0
Clandestinos,5.0, 1.0
Kytice,6.0, 1.0
ab,8.5, 1.0
Anything...,8.05, 1.0
Evidence,4.420289855072464, 2.0
ah,9.0, 1.0
Blows,7.5, 2.0
Hills,7.076953748006378, 11.0
nu,7.5, 2.0
Chairman,1.0, 1.0
